Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.INT32_SCHEMA)`Arrays.asList(1`2`3)).setObject(index`new int[]{1`2`3}`Types.ARRAY);" is 139.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.INT64_SCHEMA)`Arrays.asList(1L`2L`3L)).setObject(index`new long[]{1L`2L`3L}`Types.ARRAY);" is 146.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.FLOAT32_SCHEMA)`Arrays.asList(1.23F`2.34F`3.45F)).setObject(index`new float[]{1.23F`2.34F`3.45F}`Types.ARRAY);" is 167.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.FLOAT64_SCHEMA)`Arrays.asList(1.23D`2.34D`3.45D)).setObject(index`new double[]{1.23D`2.34D`3.45D}`Types.ARRAY);" is 168.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.STRING_SCHEMA)`Arrays.asList("qwe"`"asd"`"zxc")).setObject(index`new String[]{"qwe"`"asd"`"zxc"}`Types.ARRAY);" is 167.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.BOOLEAN_SCHEMA)`Arrays.asList(true`false`true)).setObject(index`new boolean[]{true`false`true}`Types.ARRAY);" is 165.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 2,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 3,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 2,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 3,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 2,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 3,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 2L,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 3L,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 1.23F,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 2.34F,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 3.45F,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 1.23D,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 2.34D,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Magic Number,The method contains a magic number: 3.45D,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArrayOfStructsUnsupported,Long Statement,The length of the statement "assertThatThrownBy(() -> dialect.bindField(mock(PreparedStatement.class)`1`arraySchema`Collections.singletonList(structSchema))).isInstanceOf(DataException.class).hasMessage("Unsupported schema type STRUCT for ARRAY values");" is 225.,402
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArrayOfArraysUnsupported,Long Statement,The length of the statement "assertThatThrownBy(() -> dialect.bindField(mock(PreparedStatement.class)`1`arraySchema`Collections.emptyList())).isInstanceOf(DataException.class).hasMessage("Unsupported schema type ARRAY for ARRAY values");" is 208.,412
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArrayOfMapsUnsupported,Long Statement,The length of the statement "assertThatThrownBy(() -> dialect.bindField(mock(PreparedStatement.class)`1`mapSchema`Collections.emptyMap())).isInstanceOf(DataException.class).hasMessage("Unsupported schema type MAP for ARRAY values");" is 203.,421
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldMapUnsupported,Long Statement,The length of the statement "assertThatThrownBy(() -> dialect.bindField(mock(PreparedStatement.class)`1`bytesSchema`Collections.emptyMap())).isInstanceOf(DataException.class).hasMessage("Unsupported schema type BYTES for ARRAY values");" is 207.,429
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 3,51
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 4,51
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 5,51
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialectTest,shouldMapDataTypes,Magic Number,The method contains a magic number: 4,59
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialectTest,shouldSanitizeUrlWithoutCredentialsInProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:vertica://something?key1=value1&key2=value2&key3=value3&&other=value"`"jdbc:vertica://something?key1=value1&key2=value2&key3=value3&&other=value");" is 172.,141
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialectTest,shouldSanitizeUrlWithCredentialsInUrlProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:vertica://something?password=secret&key1=value1&key2=value2&key3=value3&" + "user=smith&password=secret&other=value"`"jdbc:vertica://something?password=****&key1=value1&key2=value2&key3=value3&" + "user=smith&password=****&other=value");" is 262.,150
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 3,55
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 4,55
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 5,55
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldMapDataTypes,Magic Number,The method contains a magic number: 4,63
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,createOneColOneVarcharPk,Long Statement,The length of the statement "assertQueryEquals(expected`dialect.buildCreateTableStatement(tableId`Arrays.asList(new SinkRecordField(Schema.STRING_SCHEMA`"pk1"`true))));" is 139.,131
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,upsert1,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(customer`columns(customer`"id")`columns(customer`"name"`"salary"`"address"));" is 131.,160
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,upsert2,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(book`columns(book`"author"`"title")`columns(book`"ISBN"`"year"`"pages"));" is 127.,172
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldSanitizeUrlWithoutCredentialsInProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:sqlserver://;servername=server_name;" + "integratedSecurity=true;authenticationScheme=JavaKerberos"`"jdbc:sqlserver://;servername=server_name;" + "integratedSecurity=true;authenticationScheme=JavaKerberos");" is 232.,184
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldSanitizeUrlWithCredentialsInUrlProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:sqlserver://;servername=server_name;password=secret;keyStoreSecret=secret;" + "gsscredential=secret;integratedSecurity=true;authenticationScheme=JavaKerberos"`"jdbc:sqlserver://;servername=server_name;password=****;keyStoreSecret=****;" + "gsscredential=****;integratedSecurity=true;authenticationScheme=JavaKerberos");" is 344.,194
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialectTest,shouldSanitizeUrlWithCredentialsInUrlProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:sqlserver://;password=secret;servername=server_name;keyStoreSecret=secret;" + "gsscredential=secret;integratedSecurity=true;authenticationScheme=JavaKerberos"`"jdbc:sqlserver://;password=****;servername=server_name;keyStoreSecret=****;" + "gsscredential=****;integratedSecurity=true;authenticationScheme=JavaKerberos");" is 344.,194
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 3,61
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 4,61
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 5,61
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,shouldMapDataTypes,Magic Number,The method contains a magic number: 4,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,upsert1,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(customer`columns(customer`"id")`columns(customer`"name"`"salary"`"address"));" is 131.,177
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,upsert2,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(book`columns(book`"author"`"title")`columns(book`"ISBN"`"year"`"pages"));" is 127.,189
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Long Statement,The length of the statement "verifyBindField(++index`Decimal.schema(0)`new BigDecimal("1.5").setScale(0`BigDecimal.ROUND_HALF_EVEN)).setBigDecimal(index`new BigDecimal(2));" is 143.,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Long Statement,The length of the statement "verifyBindField(++index`Timestamp.SCHEMA`new java.util.Date(100)).setTimestamp(index`new java.sql.Timestamp(100)`utcCalendar);" is 126.,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42L,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42L,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42f,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42f,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42d,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 42d,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 2,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 1000,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 1000,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 100,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,bindFieldPrimitiveValues,Magic Number,The method contains a magic number: 100,201
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,shouldSanitizeUrlWithoutCredentialsInProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:jtds:sybase://something?key1=value1&key2=value2&key3=value3&&other=value"`"jdbc:jtds:sybase://something?key1=value1&key2=value2&key3=value3&&other=value");" is 180.,240
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialectTest,shouldSanitizeUrlWithCredentialsInUrlProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:jtds:sybase://something?password=secret&key1=value1&key2=value2&key3=value3&" + "user=smith&password=secret&other=value"`"jdbc:jtds:sybase://something?password=****&key1=value1&key2=value2&key3=value3&" + "user=smith&password=****&other=value");" is 270.,249
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,MySqlDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 3,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,MySqlDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 4,53
